Epoch #, Runtime, Train Loss, Val Loss, Comp Loss, 5 Step Loss, 15 Step Loss
10, 41.418211460113525, 0.00011057032131981957, 0.00011046383891894353, 0.00011613428341661347, 0.002691725077706256, 0.023467487256441797
20, 82.0545220375061, 0.0001264009725668213, 0.00012762177526090226, 0.00013127741749485722, 0.003157881986615913, 0.028773641413343803
30, 123.63676452636719, 9.020115922470063e-05, 8.920970131185941e-05, 8.77148495419533e-05, 0.002278747032895418, 0.022309050163520232
40, 165.472314119339, 4.037133039002307e-05, 4.0929204325594815e-05, 4.064491713506868e-05, 0.0009648430984400745, 0.008264320885895618
50, 208.16354513168335, 0.0004895541654559831, 0.0004958127107372379, 0.0005011063221900258, 0.012593223247677088, 0.11739390955439635
60, 250.929536819458, 0.00012379514054751056, 0.00012434012215400514, 0.00012597975000971928, 0.003127675079407969, 0.02867358590343169
70, 294.173704624176, 1.954707152951643e-05, 1.9343438579550082e-05, 1.8837712332242518e-05, 0.0004827665429080038, 0.004379673752867218
80, 337.48356652259827, 1.304085329375297e-05, 1.3691846384632844e-05, 1.3843180113326525e-05, 0.000306970310962892, 0.002419420293465789
90, 381.670245885849, 2.879534024460336e-05, 2.9872326004152755e-05, 3.0325267971420544e-05, 0.0007403912978978562, 0.00696028010653598
100, 425.38974261283875, 3.0347165025030773e-05, 2.990909650277369e-05, 2.963643760267587e-05, 0.0007614659594504961, 0.007129731105773577
110, 469.5491659641266, 6.41036997714434e-05, 6.306749993104987e-05, 6.39510963083012e-05, 0.0016438703085961087, 0.015488689233149801
120, 514.0207855701447, 3.5323099932850854e-05, 3.43910808989253e-05, 3.515171465551248e-05, 0.000855736611161514, 0.007154038375509637
130, 558.9272558689117, 2.8725889099708486e-05, 2.7756657544769112e-05, 2.7703415526048047e-05, 0.0007123521333726655, 0.0063623548152723485
140, 604.0156927108765, 2.9798188887187875e-05, 3.044895653575248e-05, 3.122908947261749e-05, 0.0007363062031799927, 0.006260139119279172
150, 648.8394134044647, 6.714845541641248e-05, 6.344548237486653e-05, 6.516914800158702e-05, 0.0016479921344268536, 0.015197363183168429
160, 694.6545596122742, 4.5048436422218154e-05, 4.443296734338163e-05, 4.538674556897604e-05, 0.001171403651824221, 0.011207485438457556
170, 740.544141292572, 0.00011373174584682415, 0.00010917889267613199, 0.0001118496020353632, 0.002923528464244945, 0.02765262526060854
180, 787.2976996898651, 3.607894969300956e-05, 3.666647528770113e-05, 3.5863496577803744e-05, 0.0008717665394734857, 0.007200195587107113
190, 834.0035688877106, 0.00014909092182842763, 0.00014599394076667568, 0.00015050670663185883, 0.003694821223949215, 0.03173546792407121
200, 880.9311761856079, 0.00010576895927878952, 0.00010734004070846866, 0.00010605617444525706, 0.0026596568890714218, 0.02362716364275132
210, 927.5218212604523, 2.0328395553485934e-05, 1.991993079003168e-05, 2.0343687992863124e-05, 0.0005095966075064748, 0.004710344772320241
220, 974.9181568622589, 3.0742487450752056e-05, 3.00014022505283e-05, 3.092167730756046e-05, 0.0007501850299636967, 0.006331913705383029
230, 1022.3010931015015, 0.00018301995216503915, 0.00017969172354951343, 0.0001832694688346237, 0.0045017053572727105, 0.03749778560761895
240, 1070.3682107925415, 0.00011718037596533817, 0.00011846484457890865, 0.00012182990394649096, 0.0028376739023120274, 0.022685392360602106
250, 1121.6089570522308, 0.00011884159119168087, 0.00012037266818195423, 0.00012212821820867248, 0.002986692133293088, 0.026180194491254433
260, 1174.5778849124908, 3.5882461196445955e-05, 3.440070102447057e-05, 3.453871204328607e-05, 0.0009286205458920449, 0.008842854195141367
270, 1227.1630330085754, 2.4197367656065767e-05, 2.465510430466354e-05, 2.585291804280132e-05, 0.0005800635637050229, 0.004939252726866731
280, 1279.9154739379883, 2.8725032049376547e-05, 2.9651751785534326e-05, 3.0270912020569085e-05, 0.0007437582535203546, 0.006759574337463293
290, 1332.5174140930176, 9.252645762053522e-05, 8.73023434166226e-05, 8.7693252680765e-05, 0.0024314489897473584, 0.02358979099829282
300, 1386.0925521850586, 3.5939524158551946e-05, 3.674457454678032e-05, 3.742962371688918e-05, 0.0009085134141579536, 0.007835019529531044
310, 1440.3573865890503, 0.00011078911909979665, 0.00011230047246853015, 0.0001145978903878131, 0.002698006831841277, 0.02218404665057148
320, 1493.9560379981995, 0.0002205924742082178, 0.00022496771672122774, 0.00022752926088287495, 0.005364252420674477, 0.04357735799359424
330, 1548.6126585006714, 4.4194199776354006e-05, 4.4479954444877433e-05, 4.541890484688338e-05, 0.0011502934046023125, 0.010924147674813867
340, 1603.2898621559143, 1.6912652496456656e-05, 1.7688953520777328e-05, 1.775160899342154e-05, 0.0004083345754354793, 0.003397324396896043
350, 1657.9665477275848, 1.3028454317362855e-05, 1.231861730894658e-05, 1.2558367757264932e-05, 0.000319014149551679, 0.0028203179826959968
360, 1712.9690010547638, 1.1825795334247848e-05, 1.218009748570652e-05, 1.2206216297272476e-05, 0.0003037890897498333, 0.0028645832291139023
370, 1768.3215878009796, 2.6415541813479628e-05, 2.561924967311455e-05, 2.5983024897868745e-05, 0.0006753799368328016, 0.006446232786402106
380, 1823.7167880535126, 3.0199785259334574e-05, 3.049848761488496e-05, 3.05151031625428e-05, 0.0007824547543090635, 0.007364203970480178
390, 1879.480392217636, 2.0365968948641366e-05, 2.049858600803232e-05, 2.0614268350982456e-05, 0.0005338004193617962, 0.005158457672223449
400, 1936.208758354187, 0.00011379635469632786, 0.00011124081841437444, 0.00011329317476338474, 0.0028373575935672435, 0.025162491614797285
410, 1992.7192213535309, 5.3066599496544275e-05, 5.103374704635372e-05, 5.185201780477655e-05, 0.0013711710053030401, 0.012877353999231542
420, 2049.3136727809906, 2.5919847351025582e-05, 2.5745705323321495e-05, 2.6375098059361335e-05, 0.0006702969985781237, 0.006392052679854844
430, 2105.938050031662, 2.449267079320597e-05, 2.524339833006802e-05, 2.536922374929418e-05, 0.0006474769616033882, 0.006375255911344928
440, 2163.1254703998566, 0.00020197260391530657, 0.00019489226693375622, 0.00020321756710472982, 0.004998736515907305, 0.0445826668292284
450, 2220.0825185775757, 9.593825235529757e-06, 9.87692799258405e-06, 9.991579872803413e-06, 0.00023828325928272015, 0.002163934600373198
460, 2277.56977725029, 7.428873036268781e-05, 7.682281645832023e-05, 7.668039597774623e-05, 0.001826678344514221, 0.015246389899402857
470, 2335.377559185028, 4.830521488151539e-05, 4.5154469292581854e-05, 4.59567095276725e-05, 0.0011793722847609647, 0.010127364192157984
480, 2393.2163395881653, 3.720016448433103e-05, 3.6179663031194517e-05, 3.62211039828253e-05, 0.0009436432633914851, 0.008562798645081264
490, 2450.9414443969727, 8.661772999775491e-05, 8.546466634863669e-05, 8.642727061669575e-05, 0.002174246004350217, 0.019294944259205034
500, 2508.699469089508, 7.995568493992833e-05, 7.891553805933645e-05, 8.063146196946036e-05, 0.001971468283695036, 0.017179940893713917
510, 2567.852478981018, 9.761852501262119e-05, 9.232805398910049e-05, 9.423140727449208e-05, 0.0024392683075607885, 0.021760009162660156
520, 2627.045865535736, 1.695588044887636e-05, 1.607956070688662e-05, 1.6252870409516618e-05, 0.00042664789050052477, 0.0039145338897859415
530, 2686.34627699852, 6.01431605241354e-05, 5.774262452578021e-05, 5.869498681931873e-05, 0.0015236676886810788, 0.013812094195080655
540, 2746.0243995189667, 5.5670334233039744e-05, 5.133089117265617e-05, 5.201568319534999e-05, 0.0013548480222068196, 0.011273480486124754
550, 2805.187761068344, 4.592275947863144e-05, 4.5326197995682776e-05, 4.652946336136665e-05, 0.0011711551757928515, 0.010842029238119721
560, 2864.8791694641113, 4.4557853310015536e-05, 4.4432355958247576e-05, 4.389930381876184e-05, 0.001122712014226376, 0.009963772126606532
570, 2925.2897374629974, 2.9095828160561668e-05, 2.931972727901317e-05, 2.9406056683001225e-05, 0.0007562602321351213, 0.007010288303717971
580, 2986.331811904907, 0.00020910168833638662, 0.00019983468153399338, 0.00020683021830336656, 0.005323290276075048, 0.04944165503340108
590, 3046.3572335243225, 0.00010220736519532528, 0.00010124727783788977, 0.00010421864772069966, 0.0025236191993047085, 0.022189325719539608
600, 3107.42488861084, 3.694286850633135e-05, 3.691017364869769e-05, 3.777816436922876e-05, 0.0009304789065416637, 0.008376312758108335
610, 3168.8053936958313, 8.706455164482104e-05, 8.263686976698941e-05, 8.403675383306108e-05, 0.0021911794901825488, 0.01936830423905381
620, 3230.703485250473, 8.059500202718259e-06, 8.185064389716204e-06, 8.35806770282943e-06, 0.00020103033914762949, 0.0017475151856030738
630, 3292.551746606827, 1.0976317780965707e-05, 1.0621796706993588e-05, 1.0785256677081634e-05, 0.00027925260863932114, 0.002560540393460542
640, 3354.4511828422546, 1.0516157481445413e-05, 9.848790087369921e-06, 1.0071754786622478e-05, 0.0002686820792275414, 0.002521416292958228
650, 3416.2763855457306, 2.668139483421062e-05, 2.4355567749058965e-05, 2.5005935412991676e-05, 0.0006795982959114813, 0.006292818613084299
660, 3477.6106073856354, 1.4033555668542733e-05, 1.255691669132404e-05, 1.3056390912424831e-05, 0.00035507512906666046, 0.003304743881536914
670, 3540.8690452575684, 1.4996631580853633e-05, 1.4826512990316645e-05, 1.5254880167958618e-05, 0.00037518284287736084, 0.003404148870946041
680, 3604.628182888031, 8.036411069648845e-05, 8.051473867086232e-05, 8.24411063149455e-05, 0.001991012761469132, 0.01681698117006038
