Epoch #, Runtime, Train Loss, Val Loss, Comp Loss, 5 Step Loss, 15 Step Loss
240, 1147.8031005859375, 1.6268103868694266e-05, 1.6209934539355302e-05, 1.6924730743994587e-05, 0.0004003489385857912, 0.0036143555605251875
250, 1198.7231011390686, 1.6068787569940724e-05, 1.585708174119031e-05, 1.6204060216296057e-05, 0.0004032814509368369, 0.0036824554803648163
260, 1250.6609070301056, 1.0407566682485664e-05, 1.0605790105581832e-05, 1.085962890101655e-05, 0.00024005123330945416, 0.0019751037512573282
270, 1302.6928629875183, 1.1574491304134702e-05, 1.1263969127585858e-05, 1.1203430517525703e-05, 0.0002881419012347968, 0.002672133401834539
280, 1354.1254303455353, 1.8335423726212913e-05, 1.8172263249220394e-05, 1.83460799689783e-05, 0.00046224437184199426, 0.004373520770708897
290, 1406.5789277553558, 1.1307596940890517e-05, 1.1347262285859273e-05, 1.1412307003411115e-05, 0.00028133489727874154, 0.0026096582046843003
300, 1458.5359733104706, 4.7523685479946614e-05, 4.745322669984426e-05, 4.777018511958886e-05, 0.0011936905793845654, 0.011034224282151886
310, 1510.7595982551575, 1.1002884421211428e-05, 1.1084192484976603e-05, 1.1263359510849114e-05, 0.0002691058564648431, 0.002360830158327839
320, 1563.2726550102234, 9.34764841464949e-06, 9.253945777031488e-06, 9.195267466566293e-06, 0.0002242910912692813, 0.001915861661213317
330, 1616.6208453178406, 5.482756285356751e-06, 5.43762509243974e-06, 5.334068418960669e-06, 0.00012799774568910443, 0.0009778057511929156
340, 1670.0114104747772, 2.4451760682548848e-05, 2.4647151672523905e-05, 2.45976466430875e-05, 0.0006118623069986435, 0.005440752188275967
350, 1722.9404051303864, 4.257633463899307e-06, 4.300304959203093e-06, 4.42760907048978e-06, 9.697850405895483e-05, 0.0007672109973749944
360, 1776.561315536499, 1.0080084817016339e-05, 1.0185610708364537e-05, 1.0124645200448867e-05, 0.00023890623872700547, 0.0019465004027421986
370, 1830.8364553451538, 5.524384236646815e-06, 5.480512696577881e-06, 5.523496099613112e-06, 0.0001310193513615689, 0.0011188386166135647
380, 1885.0325200557709, 1.2363564120080049e-05, 1.2433920318753246e-05, 1.2501755804805725e-05, 0.00030347397114383057, 0.002636863334503557
390, 1939.5040731430054, 4.39334370103177e-06, 4.5052154134614944e-06, 4.774217927661084e-06, 9.98672704944121e-05, 0.0007306484476430342
400, 1994.7090005874634, 8.600508538870466e-06, 8.651885731119353e-06, 8.857194188749418e-06, 0.00021656668520466025, 0.0019499660369807056
410, 2049.18265581131, 2.843925370586332e-05, 2.722678191438743e-05, 2.7188857757209917e-05, 0.0007260575221152976, 0.006760735231052552
420, 2104.611016511917, 5.108844980963624e-06, 5.417297352312028e-06, 5.4626622159048566e-06, 0.0001238613739198107, 0.0010017424709596007
430, 2159.7726266384125, 4.669893534939377e-06, 4.590652630478471e-06, 4.837603910345933e-06, 0.00011257362426217046, 0.0009732768750317129
440, 2215.65145277977, 4.120822179799146e-06, 4.139771330187323e-06, 4.212487453969516e-06, 0.00010016797932621557, 0.0008667454530950636
450, 2271.4759635925293, 3.594119875520043e-06, 3.653429090831233e-06, 3.858621539620799e-06, 8.023914675244928e-05, 0.0006079599240495424
460, 2328.4182975292206, 6.066765007534081e-06, 5.886971098508926e-06, 6.061784631583578e-06, 0.00014488961564243903, 0.001250668946470666
470, 2384.9372992515564, 1.031901008372725e-05, 1.0272450870969575e-05, 1.037161382555496e-05, 0.0002576713517815473, 0.002297939541417041
480, 2441.6911306381226, 3.925816565148971e-06, 4.003127330465375e-06, 3.9451457212180685e-06, 9.225523717759643e-05, 0.0007647284635043304
490, 2498.450225353241, 7.764395039903745e-06, 7.575702402786903e-06, 7.606117435443593e-06, 0.00018570118533846523, 0.0015316967869044415
500, 2555.89054274559, 3.866547483014542e-05, 3.823422849864003e-05, 3.847734251394286e-05, 0.0009694555088312232, 0.008770762327393251
510, 2613.606990337372, 5.841070850348911e-06, 5.871131895877429e-06, 5.776493765097257e-06, 0.0001380936833551719, 0.0011510103130214183
520, 2672.167760372162, 3.357579241298005e-06, 3.4759645912105565e-06, 3.5840978114265454e-06, 7.542906652296162e-05, 0.0006011698964617348
530, 2730.5027043819427, 3.7112113725433842e-06, 3.6742310716772525e-06, 3.6725478764765285e-06, 8.87275741011503e-05, 0.000740811018788788
540, 2788.1589488983154, 3.846110956288674e-06, 3.843426195271139e-06, 3.87198016937873e-06, 8.881531409445285e-05, 0.0007079988863551989
550, 2844.925153017044, 6.782689034714449e-06, 6.616479234781366e-06, 6.8169795213179896e-06, 0.00016874614811968058, 0.0014949348696973175
560, 2900.885529279709, 3.4004774969851535e-06, 3.512262831363865e-06, 3.539035276389768e-06, 8.297187430019091e-05, 0.0007545459416827985
570, 2957.4672248363495, 9.962398453905484e-06, 9.635383207460388e-06, 9.557344128552359e-06, 0.00024714288156246766, 0.0021972446785574512
580, 3013.99622130394, 1.0056714408915069e-05, 1.052322763209532e-05, 1.0701194355533517e-05, 0.0002581151768806324, 0.0024936539703048766
590, 3071.51362657547, 7.2403226953755945e-06, 7.8024740351884e-06, 7.796510374191712e-06, 0.00017843987214811414, 0.0014903579805312412
600, 3129.401200771332, 1.3114346921622589e-05, 1.3654913605174662e-05, 1.3854283110958932e-05, 0.0003416329636820592, 0.003386370704642364
610, 3188.4060366153717, 6.595985367565399e-06, 6.551449883851961e-06, 6.6886432250612415e-06, 0.00016414976718286716, 0.0014862326497677714
620, 3249.0877780914307, 1.0022543115481482e-05, 1.0296084257690912e-05, 1.0430170505060232e-05, 0.00024286998450406827, 0.0018717694162790263
630, 3309.4944365024567, 0.00021383337839218293, 0.00021503018557789702, 0.0002196787900174968, 0.005764961858013911, 0.061369006255907674
640, 3370.834404706955, 5.494339994568861e-06, 5.388613247554219e-06, 5.5390704005731095e-06, 0.0001353455502664604, 0.001189330904578258
650, 3430.489676475525, 5.9536611089623084e-06, 6.1948091821445665e-06, 6.165368915844738e-06, 0.00014854260163182125, 0.001326785930099764
660, 3488.8352839946747, 7.684393668876255e-06, 8.045231918766945e-06, 8.444317700195825e-06, 0.00019242068239171722, 0.0017123035504482687
670, 3549.488988876343, 6.16735374027171e-06, 6.471387093458531e-06, 6.6772309992302326e-06, 0.00015971711036399938, 0.001505461725173518
680, 3610.416332244873, 1.3895085432615458e-05, 1.4273751740683624e-05, 1.46029694860772e-05, 0.0003623906595748849, 0.0035420545942283104
